ENSG00000000003
ENSG00000075234
ENSG00000075391
ENSG00000075420
ENSG00000075426
ENSG00000075618
ENSG00000075643
ENSG00000075790
ENSG00000076043
ENSG00000076356
ENSG00000076382
ENSG00000076554
ENSG00000076604
ENSG00000076641
ENSG00000076706
ENSG00000076716
ENSG00000076944
ENSG00000077063
ENSG00000077152
ENSG00000077157
ENSG00000077264
ENSG00000077522
ENSG00000077585
ENSG00000077616
ENSG00000077782
ENSG00000077935
ENSG00000077942
ENSG00000077943
ENSG00000077984
ENSG00000078018
ENSG00000078053
ENSG00000078081
ENSG00000078098
ENSG00000078114
ENSG00000078124
ENSG00000078399
ENSG00000078401
ENSG00000078579
ENSG00000078589
ENSG00000078596
ENSG00000078725
ENSG00000078900
ENSG00000079101
ENSG00000079102
ENSG00000079150
ENSG00000079156
ENSG00000079215
ENSG00000079257
ENSG00000079277
ENSG00000079308
ENSG00000079337
ENSG00000079385
ENSG00000079689
ENSG00000079819
ENSG00000079931
ENSG00000080200
ENSG00000080493
ENSG00000080573
ENSG00000080709
ENSG00000080824
ENSG00000080986
ENSG00000081041
ENSG00000081052
ENSG00000081059
ENSG00000081148
ENSG00000081181
ENSG00000081277
ENSG00000081803
ENSG00000081818
ENSG00000081923
ENSG00000082074
ENSG00000082146
ENSG00000082175
ENSG00000082196
ENSG00000082212
ENSG00000082293
ENSG00000082397
ENSG00000082438
ENSG00000082482
ENSG00000082497
ENSG00000082684
ENSG00000082781
ENSG00000083307
ENSG00000083444
ENSG00000083544
ENSG00000083857
ENSG00000084070
ENSG00000084207
ENSG00000084234
ENSG00000084636
ENSG00000084731
ENSG00000085063
ENSG00000085117
ENSG00000085231
ENSG00000085265
ENSG00000085276
ENSG00000085514
ENSG00000085563
ENSG00000085662
ENSG00000085719
ENSG00000085733
ENSG00000085741
ENSG00000085831
ENSG00000085871
ENSG00000085999
ENSG00000086200
ENSG00000086205
ENSG00000086289
ENSG00000086300
ENSG00000086544
ENSG00000086730
ENSG00000086991
ENSG00000087074
ENSG00000087076
ENSG00000087085
ENSG00000087116
ENSG00000087237
ENSG00000087245
ENSG00000087250
ENSG00000087253
ENSG00000087303
ENSG00000087494
ENSG00000087510
ENSG00000087586
ENSG00000087842
ENSG00000088320
ENSG00000088325
ENSG00000088387
ENSG00000088827
ENSG00000088832
ENSG00000088882
ENSG00000088992
ENSG00000089012
ENSG00000089041
ENSG00000089091
ENSG00000089127
ENSG00000089195
ENSG00000089199
ENSG00000089682
ENSG00000089685
ENSG00000089692
ENSG00000090006
ENSG00000090013
ENSG00000090104
ENSG00000090339
ENSG00000090376
ENSG00000090382
ENSG00000090530
ENSG00000090539
ENSG00000090621
ENSG00000090659
ENSG00000090674
ENSG00000090889
ENSG00000090932
ENSG00000091039
ENSG00000091129
ENSG00000091136
ENSG00000091137
ENSG00000091181
ENSG00000091409
ENSG00000091436
ENSG00000091482
ENSG00000091592
ENSG00000091651
ENSG00000091656
ENSG00000091844
ENSG00000091879
ENSG00000091972
ENSG00000091986
ENSG00000092009
ENSG00000092051
ENSG00000092068
ENSG00000092295
ENSG00000092421
ENSG00000092621
ENSG00000092758
ENSG00000092820
ENSG00000092853
ENSG00000092964
ENSG00000092969
ENSG00000093009
ENSG00000093072
ENSG00000094755
ENSG00000094796
ENSG00000094804
ENSG00000094963
ENSG00000095209
ENSG00000095303
ENSG00000095380
ENSG00000095585
ENSG00000095587
ENSG00000095627
ENSG00000095637
ENSG00000095713
ENSG00000095739
ENSG00000095752
ENSG00000095794
ENSG00000095917
ENSG00000095932
ENSG00000095970
ENSG00000096696
ENSG00000097021
ENSG00000099139
ENSG00000099194
ENSG00000099204
ENSG00000099250
ENSG00000099256
ENSG00000099260
ENSG00000099282
ENSG00000099337
ENSG00000099377
ENSG00000099715
ENSG00000099860
ENSG00000099864
ENSG00000099953
ENSG00000099958
ENSG00000099985
ENSG00000099994
ENSG00000099998
ENSG00000100055
ENSG00000100065
ENSG00000100077
ENSG00000100079
ENSG00000100097
ENSG00000100122
ENSG00000100162
ENSG00000100196
ENSG00000100219
ENSG00000100234
ENSG00000100243
ENSG00000100276
ENSG00000100280
ENSG00000100285
ENSG00000100290
ENSG00000100292
ENSG00000100297
ENSG00000100298
ENSG00000100299
ENSG00000100311
ENSG00000100320
ENSG00000100321
ENSG00000100335
ENSG00000100342
ENSG00000100362
ENSG00000100364
ENSG00000100365
ENSG00000100368
ENSG00000100373
ENSG00000100385
ENSG00000100448
ENSG00000100450
ENSG00000100453
ENSG00000100473
ENSG00000100504
ENSG00000100505
ENSG00000100526
ENSG00000100558
ENSG00000100583
ENSG00000100592
ENSG00000100599
ENSG00000100600
ENSG00000100625
ENSG00000100628
ENSG00000100644
ENSG00000100652
ENSG00000100678
ENSG00000100721
ENSG00000100767
ENSG00000100906
ENSG00000100979
ENSG00000100985
ENSG00000100997
ENSG00000101000
ENSG00000101017
ENSG00000101057
ENSG00000101098
ENSG00000101134
ENSG00000101144
ENSG00000101160
ENSG00000101187
ENSG00000101197
ENSG00000101210
ENSG00000101220
ENSG00000101230
ENSG00000101251
ENSG00000101255
ENSG00000101265
ENSG00000101276
ENSG00000101280
ENSG00000101294
ENSG00000101307
ENSG00000101331
ENSG00000101333
ENSG00000101335
ENSG00000101336
ENSG00000101347
ENSG00000101353
ENSG00000101384
ENSG00000101400
ENSG00000101405
ENSG00000101412
ENSG00000101425
ENSG00000101439
ENSG00000101440
ENSG00000101443
ENSG00000101444
ENSG00000101445
ENSG00000101447
ENSG00000101470
ENSG00000101605
ENSG00000101670
ENSG00000101773
ENSG00000101825
ENSG00000101871
ENSG00000101901
ENSG00000101911
ENSG00000101916
ENSG00000101938
ENSG00000101955
ENSG00000102007
ENSG00000102010
ENSG00000102024
ENSG00000102032
ENSG00000102038
ENSG00000102048
ENSG00000102096
ENSG00000102109
ENSG00000102144
ENSG00000102145
ENSG00000102172
ENSG00000102174
ENSG00000102245
ENSG00000102265
ENSG00000102271
ENSG00000102290
ENSG00000102359
ENSG00000102393
ENSG00000102445
ENSG00000102466
ENSG00000102468
ENSG00000102524
ENSG00000102547
ENSG00000102575
ENSG00000102678
ENSG00000102683
ENSG00000102755
ENSG00000102760
ENSG00000102786
ENSG00000102794
ENSG00000102802
ENSG00000102804
ENSG00000102837
ENSG00000102879
ENSG00000102934
ENSG00000102962
ENSG00000102970
ENSG00000103034
ENSG00000103043
ENSG00000103044
ENSG00000103056
ENSG00000103066
ENSG00000103145
ENSG00000103154
ENSG00000103175
ENSG00000103187
ENSG00000103196
ENSG00000103202
ENSG00000103227
ENSG00000103253
ENSG00000103257
ENSG00000103260
ENSG00000103313
ENSG00000103316
ENSG00000103381
ENSG00000103460
ENSG00000103485
ENSG00000103490
ENSG00000103569
ENSG00000103642
ENSG00000103710
ENSG00000103811
ENSG00000103855
ENSG00000103876
ENSG00000103888
ENSG00000103942
ENSG00000103966
ENSG00000104043
ENSG00000104067
ENSG00000104093
ENSG00000104140
ENSG00000104147
ENSG00000104213
ENSG00000104267
ENSG00000104312
ENSG00000104321
ENSG00000104332
ENSG00000104341
ENSG00000104368
ENSG00000104415
ENSG00000104419
ENSG00000104432
ENSG00000104611
ENSG00000104635
ENSG00000104722
ENSG00000104723
ENSG00000104738
ENSG00000104763
ENSG00000104765
ENSG00000104783
ENSG00000104808
ENSG00000104833
ENSG00000104870
ENSG00000104879
ENSG00000104888
ENSG00000104903
ENSG00000104918
ENSG00000104921
ENSG00000104938
ENSG00000104951
ENSG00000104967
ENSG00000104972
ENSG00000104974
ENSG00000105011
ENSG00000105048
ENSG00000105088
ENSG00000105131
ENSG00000105173
ENSG00000105223
ENSG00000105246
ENSG00000105251
ENSG00000105352
ENSG00000105369
ENSG00000105371
ENSG00000105374
ENSG00000105383
ENSG00000105419
ENSG00000105472
ENSG00000105492
ENSG00000105509
ENSG00000105519
ENSG00000105538
ENSG00000105559
ENSG00000105609
ENSG00000105612
ENSG00000105655
ENSG00000105664
ENSG00000105696
ENSG00000105697
ENSG00000105699
ENSG00000105711
ENSG00000105784
ENSG00000105808
ENSG00000105825
ENSG00000105835
ENSG00000105849
ENSG00000105854
ENSG00000105855
ENSG00000105877
ENSG00000105880
ENSG00000105894
ENSG00000105928
ENSG00000105967
ENSG00000105971
ENSG00000105974
ENSG00000105976
ENSG00000105989
ENSG00000105991
ENSG00000105996
ENSG00000106003
ENSG00000106004
ENSG00000106018
ENSG00000106025
ENSG00000106034
ENSG00000106066
ENSG00000106070
ENSG00000106078
ENSG00000106080
ENSG00000106123
ENSG00000106125
ENSG00000106178
ENSG00000106211
ENSG00000106236
ENSG00000106266
ENSG00000106278
ENSG00000106333
ENSG00000106366
ENSG00000106404
ENSG00000106462
ENSG00000106483
ENSG00000106484
ENSG00000106511
ENSG00000106537
ENSG00000106538
ENSG00000106546
ENSG00000106565
ENSG00000106605
ENSG00000106624
ENSG00000106772
ENSG00000106780
ENSG00000106799
ENSG00000106809
ENSG00000106819
ENSG00000106823
ENSG00000106852
ENSG00000106853
ENSG00000106868
ENSG00000106976
ENSG00000106991
ENSG00000106992
ENSG00000107104
ENSG00000107130
ENSG00000107159
ENSG00000107201
ENSG00000107249
ENSG00000107281
ENSG00000107317
ENSG00000107372
ENSG00000107438
ENSG00000107485
ENSG00000107518
ENSG00000107551
ENSG00000107562
ENSG00000107593
ENSG00000107611
ENSG00000107731
ENSG00000107736
ENSG00000107738
ENSG00000107742
ENSG00000107771
ENSG00000107796
ENSG00000107798
ENSG00000107821
ENSG00000107968
ENSG00000107984
ENSG00000108106
ENSG00000108179
ENSG00000108231
ENSG00000108342
ENSG00000108379
ENSG00000108381
ENSG00000108387
ENSG00000108405
ENSG00000108511
ENSG00000108515
ENSG00000108551
ENSG00000108576
ENSG00000108602
ENSG00000108622
ENSG00000108641
ENSG00000108679
ENSG00000108688
ENSG00000108691
ENSG00000108700
ENSG00000108798
ENSG00000108813
ENSG00000108821
ENSG00000108823
ENSG00000108846
ENSG00000108849
ENSG00000108924
ENSG00000108932
ENSG00000108950
ENSG00000108960
ENSG00000109072
ENSG00000109084
ENSG00000109099
ENSG00000109113
ENSG00000109158
ENSG00000109193
ENSG00000109255
ENSG00000109320
ENSG00000109321
ENSG00000109471
ENSG00000109472
ENSG00000109610
ENSG00000109670
ENSG00000109674
ENSG00000109684
ENSG00000109686
ENSG00000109743
ENSG00000109805
ENSG00000109814
ENSG00000109819
ENSG00000109846
ENSG00000109861
ENSG00000109881
ENSG00000109929
ENSG00000109943
ENSG00000109956
ENSG00000110002
ENSG00000110057
ENSG00000110077
ENSG00000110079
ENSG00000110080
ENSG00000110092
ENSG00000110195
ENSG00000110203
ENSG00000110237
ENSG00000110318
ENSG00000110328
ENSG00000110427
ENSG00000110436
ENSG00000110446
ENSG00000110448
ENSG00000110492
ENSG00000110680
ENSG00000110693
ENSG00000110719
ENSG00000110756
ENSG00000110777
ENSG00000110786
ENSG00000110799
ENSG00000110811
ENSG00000110841
ENSG00000110848
ENSG00000110852
ENSG00000110881
ENSG00000110900
ENSG00000110944
ENSG00000111012
ENSG00000111057
ENSG00000111087
ENSG00000111110
ENSG00000111144
ENSG00000111145
ENSG00000111181
ENSG00000111186
ENSG00000111206
ENSG00000111229
ENSG00000111245
ENSG00000111247
ENSG00000111269
ENSG00000111275
ENSG00000111331
ENSG00000111335
ENSG00000111339
ENSG00000111341
ENSG00000111404
ENSG00000111424
ENSG00000111452
ENSG00000111536
ENSG00000111537
ENSG00000111640
ENSG00000111664
ENSG00000111665
ENSG00000111669
ENSG00000111679
ENSG00000111729
ENSG00000111796
ENSG00000111799
ENSG00000111802
ENSG00000111816
ENSG00000111817
ENSG00000111834
ENSG00000111846
ENSG00000111859
ENSG00000111863
ENSG00000111879
ENSG00000111907
ENSG00000111912
ENSG00000111913
ENSG00000111961
ENSG00000111981
ENSG00000112029
ENSG00000112038
ENSG00000112077
ENSG00000112137
ENSG00000112149
ENSG00000112183
ENSG00000112186
ENSG00000112208
ENSG00000112214
ENSG00000112297
ENSG00000112299
ENSG00000112303
ENSG00000112312
ENSG00000112335
ENSG00000112378
ENSG00000112379
ENSG00000112394
ENSG00000112414
ENSG00000112486
ENSG00000112499
ENSG00000112559
ENSG00000112562
ENSG00000112659
ENSG00000112667
ENSG00000112699
ENSG00000112715
ENSG00000112742
ENSG00000112759
ENSG00000112769
ENSG00000112773
ENSG00000112782
ENSG00000112796
ENSG00000112799
ENSG00000112812
ENSG00000112852
ENSG00000112902
ENSG00000112936
ENSG00000112984
ENSG00000113070
ENSG00000113083
ENSG00000113088
ENSG00000113140
ENSG00000113205
ENSG00000113211
ENSG00000113248
ENSG00000113249
ENSG00000113269
ENSG00000113296
ENSG00000113319
ENSG00000113361
ENSG00000113368
ENSG00000113369
ENSG00000113389
ENSG00000113448
ENSG00000113494
ENSG00000113520
ENSG00000113532
ENSG00000113552
ENSG00000113555
ENSG00000113578
ENSG00000113594
ENSG00000113621
ENSG00000113645
ENSG00000113648
ENSG00000113657
ENSG00000113721
ENSG00000113722
ENSG00000113739
ENSG00000113742
ENSG00000113749
ENSG00000113758
ENSG00000113763
ENSG00000113810
ENSG00000113811
ENSG00000113916
ENSG00000113924
ENSG00000114013
ENSG00000114019
ENSG00000114023
ENSG00000114115
ENSG00000114200
ENSG00000114251
ENSG00000114279
ENSG00000114315
ENSG00000114346
ENSG00000114378
ENSG00000114405
ENSG00000114450
ENSG00000114473
ENSG00000114480
ENSG00000114541
ENSG00000114631
ENSG00000114654
ENSG00000114698
ENSG00000114737
ENSG00000114757
ENSG00000114770
ENSG00000114812
ENSG00000114850
ENSG00000114854
ENSG00000114923
ENSG00000114948
ENSG00000115008
ENSG00000115009
ENSG00000115107
ENSG00000115112
ENSG00000115129
ENSG00000115163
ENSG00000115226
ENSG00000115232
ENSG00000115252
ENSG00000115267
ENSG00000115271
ENSG00000115290
ENSG00000115306
ENSG00000115339
ENSG00000115353
ENSG00000115355
ENSG00000115361
ENSG00000115363
ENSG00000115380
ENSG00000115414
ENSG00000115415
ENSG00000115423
ENSG00000115457
ENSG00000115461
ENSG00000115468
ENSG00000115523
ENSG00000115590
ENSG00000115594
ENSG00000115596
ENSG00000115598
ENSG00000115602
ENSG00000115604
ENSG00000115641
ENSG00000115648
ENSG00000115687
ENSG00000115705
ENSG00000115718
ENSG00000115738
ENSG00000115758
ENSG00000115762
ENSG00000115828
ENSG00000115844
ENSG00000115884
ENSG00000115919
ENSG00000115956
ENSG00000115963
ENSG00000116016
ENSG00000116017
ENSG00000116031
ENSG00000116032
ENSG00000116035
ENSG00000116106
ENSG00000116132
ENSG00000116147
ENSG00000116157
ENSG00000116176
ENSG00000116191
ENSG00000116194
ENSG00000116209
ENSG00000116254
ENSG00000116285
ENSG00000116574
ENSG00000116661
ENSG00000116667
ENSG00000116675
ENSG00000116678
ENSG00000116690
ENSG00000116701
ENSG00000116711
ENSG00000116717
ENSG00000116729
ENSG00000116741
ENSG00000116748
ENSG00000116752
ENSG00000116761
ENSG00000116774
ENSG00000116815
ENSG00000116824
ENSG00000116833
ENSG00000116962
ENSG00000116983
ENSG00000116990
ENSG00000117009
ENSG00000117069
ENSG00000117090
ENSG00000117114
ENSG00000117122
ENSG00000117143
ENSG00000117152
ENSG00000117154
ENSG00000117215
ENSG00000117228
ENSG00000117281
ENSG00000117298
ENSG00000117318
ENSG00000117399
ENSG00000117407
ENSG00000117410
ENSG00000117448
ENSG00000117450
ENSG00000117461
ENSG00000117472
ENSG00000117477
ENSG00000117519
ENSG00000117525
ENSG00000117560
ENSG00000117594
ENSG00000117595
ENSG00000117600
ENSG00000117632
ENSG00000117650
ENSG00000117707
ENSG00000117724
ENSG00000117984
ENSG00000118004
ENSG00000118113
ENSG00000118137
ENSG00000118193
ENSG00000118217
ENSG00000118242
ENSG00000118257
ENSG00000118292
ENSG00000118307
ENSG00000118363
ENSG00000118407
ENSG00000118432
ENSG00000118473
ENSG00000118495
ENSG00000118503
ENSG00000118508
ENSG00000118513
ENSG00000118515
ENSG00000118523
ENSG00000118526
ENSG00000118557
ENSG00000118596
ENSG00000118640
ENSG00000118705
ENSG00000118729
ENSG00000118762
ENSG00000118777
ENSG00000118785
ENSG00000118804
ENSG00000118849
ENSG00000118855
ENSG00000118898
ENSG00000118946
ENSG00000118971
ENSG00000118972
ENSG00000118985
ENSG00000118997
ENSG00000119147
ENSG00000119280
ENSG00000119321
ENSG00000119326
ENSG00000119403
ENSG00000119411
ENSG00000119457
ENSG00000119508
ENSG00000119514
ENSG00000119535
ENSG00000119596
ENSG00000119630
ENSG00000119655
ENSG00000119681
ENSG00000119699
ENSG00000119718
ENSG00000119729
ENSG00000119862
ENSG00000119866
ENSG00000119888
ENSG00000119900
ENSG00000119915
ENSG00000119917
ENSG00000119922
ENSG00000119938
ENSG00000119969
ENSG00000119977
ENSG00000119986
ENSG00000120051
ENSG00000120057
ENSG00000120075
ENSG00000120129
ENSG00000120149
ENSG00000120156
ENSG00000120251
ENSG00000120262
ENSG00000120279
ENSG00000120280
ENSG00000120306
ENSG00000120324
ENSG00000120337
ENSG00000120436
ENSG00000120457
ENSG00000120539
ENSG00000120594
ENSG00000120658
ENSG00000120659
ENSG00000120669
ENSG00000120693
ENSG00000120694
ENSG00000120708
ENSG00000120725
ENSG00000120738
ENSG00000120756
ENSG00000120802
ENSG00000120820
ENSG00000120833
ENSG00000120868
ENSG00000120875
ENSG00000120885
ENSG00000121005
ENSG00000121039
ENSG00000121060
ENSG00000121064
ENSG00000121068
ENSG00000121101
ENSG00000121152
ENSG00000121211
ENSG00000121270
ENSG00000121316
ENSG00000121361
ENSG00000121380
ENSG00000121552
ENSG00000121577
ENSG00000121594
ENSG00000121621
ENSG00000121743
ENSG00000121769
ENSG00000121797
ENSG00000121807
ENSG00000121858
ENSG00000121871
ENSG00000121898
ENSG00000121900
ENSG00000121903
ENSG00000121904
ENSG00000121933
ENSG00000121966
ENSG00000122025
ENSG00000122035
ENSG00000122043
ENSG00000122133
ENSG00000122136
ENSG00000122140
ENSG00000122176
ENSG00000122188
ENSG00000122224
ENSG00000122254
ENSG00000122257
ENSG00000122367
ENSG00000122378
ENSG00000122420
ENSG00000122477
ENSG00000122483
ENSG00000122574
ENSG00000122592
ENSG00000122641
ENSG00000122642
ENSG00000122644
ENSG00000122679
ENSG00000122691
ENSG00000122694
ENSG00000122756
ENSG00000122778
ENSG00000122786
ENSG00000122861
ENSG00000122862
ENSG00000122870
ENSG00000122873
ENSG00000122877
ENSG00000122884
ENSG00000122952
ENSG00000122966
ENSG00000122986
ENSG00000123080
ENSG00000123094
ENSG00000123095
ENSG00000123096
ENSG00000123104
ENSG00000123131
ENSG00000123213
ENSG00000123219
ENSG00000123243
ENSG00000123342
ENSG00000123352
ENSG00000123358
ENSG00000123384
ENSG00000123405
ENSG00000123416
ENSG00000123485
ENSG00000123496
ENSG00000123500
ENSG00000123572
ENSG00000123610
ENSG00000123685
ENSG00000123689
ENSG00000123700
ENSG00000123843
ENSG00000123892
ENSG00000123901
ENSG00000123975
ENSG00000123983
ENSG00000123989
ENSG00000124006
ENSG00000124019
ENSG00000124102
ENSG00000124107
ENSG00000124116
ENSG00000124140
ENSG00000124145
ENSG00000124159
ENSG00000124191
ENSG00000124203
ENSG00000124212
ENSG00000124216
ENSG00000124225
ENSG00000124249
ENSG00000124253
ENSG00000124256
ENSG00000124343
ENSG00000124357
ENSG00000124374
ENSG00000124429
ENSG00000124440
ENSG00000124466
ENSG00000124479
ENSG00000124491
ENSG00000124507
ENSG00000124575
ENSG00000124610
ENSG00000124635
ENSG00000124731
ENSG00000124749
ENSG00000124762
ENSG00000124766
ENSG00000124772
ENSG00000124780
ENSG00000124785
ENSG00000124882
ENSG00000125046
ENSG00000125144
ENSG00000125148
ENSG00000125245
ENSG00000125249
ENSG00000125266
ENSG00000125347
ENSG00000125355
ENSG00000125378
ENSG00000125384
ENSG00000125398
ENSG00000125454
ENSG00000125498
ENSG00000125538
ENSG00000125657
ENSG00000125675
ENSG00000125726
ENSG00000125730
ENSG00000125735
ENSG00000125740
ENSG00000125753
ENSG00000125772
ENSG00000125787
ENSG00000125810
ENSG00000125812
ENSG00000125844
ENSG00000125845
ENSG00000125848
ENSG00000125868
ENSG00000125869
ENSG00000125878
ENSG00000125895
ENSG00000125898
ENSG00000125931
ENSG00000125968
ENSG00000126218
ENSG00000126251
ENSG00000126259
ENSG00000126262
ENSG00000126353
ENSG00000126368
ENSG00000126458
ENSG00000126603
ENSG00000126709
ENSG00000126759
ENSG00000126778
ENSG00000126785
ENSG00000126787
ENSG00000126803
ENSG00000126861
ENSG00000126878
ENSG00000126883
ENSG00000126895
ENSG00000127074
ENSG00000127083
ENSG00000127241
ENSG00000127252
ENSG00000127324
ENSG00000127329
ENSG00000127377
ENSG00000127423
ENSG00000127472
ENSG00000127507
ENSG00000127528
ENSG00000127533
ENSG00000127564
ENSG00000127720
ENSG00000127743
ENSG00000127863
ENSG00000127920
ENSG00000127946
ENSG00000127951
ENSG00000127954
ENSG00000127990
ENSG00000128016
ENSG00000128040
ENSG00000128050
ENSG00000128052
ENSG00000128218
ENSG00000128228
ENSG00000128245
ENSG00000128274
ENSG00000128283
ENSG00000128285
ENSG00000128322
ENSG00000128340
ENSG00000128342
ENSG00000128383
ENSG00000128408
ENSG00000128422
ENSG00000128487
ENSG00000128512
ENSG00000128524
ENSG00000128567
ENSG00000128573
ENSG00000128590
ENSG00000128591
ENSG00000128595
ENSG00000128606
ENSG00000128641
ENSG00000128645
ENSG00000128652
ENSG00000128655
ENSG00000128656
ENSG00000128683
